,区/县,区域,小区,总价,单价,房屋户型,楼层,总面积,户型结构,套内面积,建筑类型,朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,产权年限,s,交易权属,u,形式,是否满五,产权形式,是否有房本,小区均价,小区建成,style,总栋数,总楼层
2742,朝阳,双井,百环家园,709.0,53444.9,3室1厅2卫,低楼层,132.66,平层,无信息,塔楼,西南,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43897,商品房,43898,普通住宅,暂无数据,非共有,已上传房本照片,53825,2004,塔楼/板楼/塔板结合/平房,20,28
2743,石景山,八角,八角北里,348.0,45531.9,3室1厅1卫,高楼层,76.43,平层,54.44㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43754,已购公房,38296,普通住宅,满五年,非共有,已上传房本照片,49366,1984,塔楼/板楼,47,6
2744,海淀,苏州桥,友谊社区,470.0,81568.9,2室1厅1卫,中楼层,57.62,平层,无信息,板楼,南,砖混结构,简装,10列无数据,70年,12列无数据,13列无数据,43769,已购公房,39351,普通住宅,满五年,非共有,已上传房本照片,89924,1958,板楼,66,4
2745,大兴,观音寺,海子角西里,228.0,27999.5,2室1厅1卫,高楼层,81.43,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43747,商品房,36797,普通住宅,满五年,共有,已上传房本照片,30154,1994,板楼,11,6
2746,通州,潞苑,珠江拉维小镇,750.0,38046.0,4室2厅3卫,高楼层,197.13,平层,无信息,板塔结合,南北,钢混结构,其他,10列无数据,11列无数据,70年,13列无数据,43416,商品房,42272,普通住宅,满两年,非共有,已上传房本照片,42140,2010,塔楼/板楼/塔板结合,38,9
2747,海淀,海淀北部新区,保利西山林语,460.0,50885.0,2室1厅1卫,低楼层,90.4,平层,79.11㎡,板塔结合,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43576,商品房,42636,普通住宅,满两年,非共有,已上传房本照片,57665,2008,板楼/塔板结合/平房,59,8
2748,昌平,天通苑,天通西苑一区,565.0,35136.8,3室1厅2卫,低楼层,160.8,平层,130.5㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,12列无数据,70年,43743,商品房,40298,普通住宅,满五年,非共有,已上传房本照片,36251,2001,塔楼/板楼/塔板结合,66,13
2749,亦庄开发区,亦庄,一品亦庄,555.0,46466.8,2室1厅2卫,中楼层,119.44,平层,98.71㎡,板楼,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43625,商品房,39789,普通住宅,满五年,非共有,已上传房本照片,46658,2000,板楼,14,11
2750,丰台,玉泉营,西陆名门,490.0,49731.0,2室2厅1卫,低楼层,98.53,平层,89.71㎡,板楼,南北,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43375,商品房,41037,普通住宅,满五年,非共有,已上传房本照片,48237,2005,板楼,2,6
2751,朝阳,望京,季景沁园,800.0,90385.3,2室1厅1卫,低楼层,88.51,平层,70.02㎡,板塔结合,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43612,商品房,42497,普通住宅,满两年,共有,已上传房本照片,76274,2006,塔板结合,18,26
2752,朝阳,北苑,黄金苑,419.0,50203.7,3室1厅1卫,低楼层,83.46,平层,73.43㎡,板楼,东西,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43353,商品房,42587,普通住宅,满两年,非共有,已上传房本照片,47860,1999,塔楼/板楼,3,6
2753,顺义,顺义城,西辛南区,272.0,36151.0,1室2厅1卫,中楼层,75.24,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43811,商品房,41768,普通住宅,满五年,共有,已上传房本照片,38295,1991,塔楼/板楼/塔板结合,86,5
2754,丰台,七里庄,望园东里,382.0,56475.5,2室1厅1卫,高楼层,67.64,平层,57.71㎡,板楼,东西,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43771,商品房,40528,普通住宅,满五年,非共有,已上传房本照片,56834,1998,塔楼/板楼,23,6
2755,平谷,平谷其它,首城汇景湾,207.0,23074.4,2室1厅1卫,高楼层,89.71,平层,66.16㎡,南北,南北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43698,商品房,43073,普通住宅,满两年,非共有,已上传房本照片,22368,2014,板楼,34,18
2756,大兴,天宫院,天宫院小区,215.0,33530.9,1室1厅1卫,高楼层,64.12,平层,无信息,板塔结合,南北,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43681,商品房,43166,普通住宅,满两年,非共有,已上传房本照片,32445,2012,塔板结合,16,18
2757,昌平,北七家,望都新地二期,345.0,38582.0,2室1厅1卫,高楼层,89.42,平层,76.58㎡,塔楼,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43761,商品房,42920,普通住宅,满两年,共有,已上传房本照片,40548,2010,塔楼/板楼,9,15
2758,朝阳,首都机场,南平里,295.0,32968.3,3室1厅1卫,高楼层,89.48,平层,无信息,板楼,南,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43783,商品房,41522,普通住宅,满五年,共有,已上传房本照片,37444,1980,板楼,58,6
2759,大兴,旧宫,国韵村,640.0,58758.7,3室2厅2卫,高楼层,108.92,平层,91.22㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43621,商品房,42838,普通住宅,满两年,共有,已上传房本照片,56749,2015,板楼,15,11
2760,顺义,顺义城,前进花园牡丹苑,378.0,39256.4,2室1厅1卫,低楼层,96.29,平层,80.39㎡,塔楼,东南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43786,商品房,41327,普通住宅,满五年,非共有,已上传房本照片,42076,2010,塔楼/板楼/塔板结合,19,15
2761,朝阳,百子湾,沿海赛洛城五期,480.0,53661.3,2室1厅1卫,高楼层,89.45,平层,65.44㎡,塔楼,东西北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43670,商品房,40484,普通住宅,满五年,共有,已上传房本照片,59936,2008,塔楼/板楼/塔板结合,10,25
2762,海淀,公主坟,翠微北里,818.0,92849.0,3室1厅1卫,低楼层,88.1,平层,无信息,塔楼,南西北,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43650,已购公房,36816,普通住宅,满五年,非共有,已上传房本照片,90795,1974,塔楼/板楼,9,24
2763,朝阳,惠新西街,奥东18,680.0,78749.3,2室1厅1卫,低楼层,86.35,平层,69.01㎡,板塔结合,东,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43640,商品房,40824,普通住宅,满五年,非共有,已上传房本照片,81856,2006,塔楼/塔板结合,2,24
2764,海淀,清河,福美苑,470.0,56565.2,2室1厅1卫,中楼层,83.09,平层,68.77㎡,板楼,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43544,限价商品房,41694,普通住宅,满五年,共有,已上传房本照片,54177,2012,板楼/塔板结合,4,21
2765,海淀,学院路,建清园,455.0,70542.6,2室1厅1卫,低楼层,64.5,平层,无信息,板楼,南北,混合结构,毛坯,10列无数据,70年,12列无数据,13列无数据,43558,已购公房,43544,普通住宅,暂无数据,共有,已上传房本照片,70436,1996,板楼,10,7
2766,朝阳,望京,首开知语城,630.0,70054.5,2室1厅1卫,中楼层,89.93,平层,74.5㎡,塔楼,东北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43728,商品房,40182,普通住宅,满五年,非共有,已上传房本照片,74063,2006,塔楼/板楼,7,22
2767,丰台,右安门外,百合园,515.0,66744.4,2室1厅1卫,中楼层,77.16,平层,无信息,板塔结合,西南,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43799,已购公房,38168,普通住宅,满五年,非共有,已上传房本照片,64231,1995,塔楼/板楼/塔板结合,5,14
2768,海淀,世纪城,烟树园,710.0,84093.3,2室1厅1卫,中楼层,84.43,平层,67㎡,塔楼,东南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43639,商品房,42513,普通住宅,满两年,共有,已上传房本照片,90191,2003,塔楼,8,11
2769,亦庄开发区,亦庄,鹿鸣苑,418.0,44658.1,2室1厅1卫,高楼层,93.6,平层,71.36㎡,板塔结合,西南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43627,商品房,41591,普通住宅,满五年,非共有,已上传房本照片,47300,1999,塔板结合,50,15
2770,朝阳,定福庄,定福庄北里2号院,369.0,43142.8,3室1厅1卫,高楼层,85.53,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43697,已购公房,36244,普通住宅,满五年,非共有,已上传房本照片,49945,1954,板楼,21,6
2771,丰台,太平桥,首科花园,668.0,68512.8,2室1厅1卫,低楼层,97.5,平层,无信息,塔楼,南,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43785,一类经济适用房,38700,普通住宅,满五年,非共有,已上传房本照片,64617,2003,塔楼/板楼,14,24
2772,朝阳,双井,广渠路,459.0,57779.5,3室1厅1卫,低楼层,79.44,平层,63㎡,板塔结合,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43226,已购公房,43259,普通住宅,暂无数据,非共有,已上传房本照片,55652,1984,塔楼/塔板结合,5,14
2773,西城,右安门内,信建里小区,770.0,92860.6,3室1厅1卫,高楼层,82.92,平层,63.12㎡,板楼,东南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43708,已购公房,43627,普通住宅,暂无数据,非共有,已上传房本照片,104245,1978,板楼,14,6
2774,丰台,马家堡,角门7号院,420.0,56000.0,2室1厅1卫,高楼层,75,平层,无信息,板楼,南北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43539,已购公房,38692,普通住宅,满五年,非共有,已上传房本照片,53335,1997,板楼,3,6
2775,朝阳,百子湾,沿海赛洛城七期,425.0,59682.6,2室1厅1卫,中楼层,71.21,平层,54.47㎡,板塔结合,东北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43812,商品房,40605,普通住宅,满五年,非共有,已上传房本照片,61933,2008,塔楼/板楼/塔板结合/平房,21,24
2776,海淀,小西天,今典花园,655.0,90071.5,2室1厅1卫,中楼层,72.72,平层,无信息,塔楼,东北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43771,商品房,41180,普通住宅,满五年,共有,已上传房本照片,87854,1998,塔楼,9,19
2777,东城,天坛,金鱼池中区,620.0,83569.2,2室1厅1卫,中楼层,74.19,平层,66.08㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43749,商品房,42437,普通住宅,满两年,共有,已上传房本照片,76774,1978,板楼/塔板结合,19,7
2778,朝阳,北苑,美立方,490.0,57940.2,2室1厅1卫,中楼层,84.57,平层,67.59㎡,板楼,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43803,商品房,41050,普通住宅,满五年,非共有,已上传房本照片,45630,2011,板楼/塔板结合,5,17
2779,顺义,顺义城,裕龙三区,262.0,37375.2,2室1厅1卫,高楼层,70.1,平层,61.84㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43705,商品房,41180,普通住宅,满五年,非共有,已上传房本照片,43522,2000,板楼/塔板结合,26,6
2780,大兴,高米店南,骏城,345.0,40516.7,2室1厅1卫,高楼层,85.15,平层,75.87㎡,板楼,南北,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43724,商品房,38334,普通住宅,满五年,非共有,已上传房本照片,41350,2004,板楼,10,6
2781,昌平,回龙观,北京人家,488.0,46720.9,3室2厅1卫,高楼层,104.45,平层,无信息,板塔结合,南北,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43761,商品房,38950,普通住宅,满五年,非共有,已上传房本照片,46672,2002,板楼/塔板结合,40,9
2782,丰台,北京南站,翠林一里,372.0,57072.7,2室1厅1卫,中楼层,65.18,平层,无信息,塔楼,西南,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43404,商品房,41796,普通住宅,满五年,非共有,已上传房本照片,62849,1996,塔楼/板楼/塔板结合,15,18
2783,朝阳,东坝,首开常青藤一期,599.0,65172.5,3室1厅1卫,中楼层,91.91,平层,80.45㎡,板楼,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43561,商品房,40724,普通住宅,满五年,非共有,已上传房本照片,63747,2004,板楼,19,6
2784,朝阳,东坝,上东上层,296.0,44868.9,1室1厅1卫,低楼层,65.97,平层,54.94㎡,板塔结合,北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43698,商品房,42222,普通住宅,满两年,共有,已上传房本照片,45908,2001,塔楼/板楼/塔板结合,16,9
2785,丰台,六里桥,六里桥10号院,350.0,50643.9,2室1厅1卫,高楼层,69.11,平层,60.17㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43684,私产,43684,普通住宅,暂无数据,非共有,已上传房本照片,54721,1986,板楼,9,6
2786,朝阳,亚运村,慧忠里,650.0,92316.4,3室1厅1卫,高楼层,70.41,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43549,商品房,38334,普通住宅,满五年,非共有,已上传房本照片,89368,1990,塔楼/板楼/平房,44,6
2787,朝阳,红庙,金台北街,443.0,69207.9,2室1厅1卫,低楼层,64.01,平层,42.36㎡,板楼,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43835,商品房,42965,普通住宅,满两年,非共有,已上传房本照片,65955,1985,板楼,5,16
2788,大兴,天宫院南,众美城,268.0,29248.1,3室1厅1卫,低楼层,91.63,平层,75.39㎡,板楼,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43765,商品房,42832,普通住宅,满两年,非共有,已上传房本照片,30295,2014,板楼,11,10
2789,朝阳,亚运村,亚奥观典,920.0,57263.8,3室1厅2卫,中楼层,160.66,平层,129.22㎡,塔楼,西南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43615,商品房,40142,普通住宅,满五年,非共有,已上传房本照片,63300,2000,塔楼,4,21
2790,朝阳,双桥,双惠小区,349.0,46403.4,2室1厅1卫,高楼层,75.21,平层,66.39㎡,板楼,南北,砖混结构,简装,10列无数据,11列无数据,70年,13列无数据,43680,一类经济适用房,38705,普通住宅,满五年,非共有,已上传房本照片,46652,2002,板楼,29,6
2791,朝阳,潘家园,华威北里,448.0,61810.2,3室1厅1卫,高楼层,72.48,平层,无信息,板楼,东南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43723,已购公房,39196,普通住宅,满五年,非共有,已上传房本照片,59630,1987,塔楼/板楼/塔板结合,37,6
2792,海淀,上地,当代城市家园,410.0,76194.0,1室1厅1卫,中楼层,53.81,平层,42.57㎡,板塔结合,北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43547,商品房,40659,普通住宅,满五年,非共有,已上传房本照片,73902,2001,板楼/塔板结合,25,12
2793,朝阳,国展,豪成大厦,420.0,35377.4,2室1厅1卫,低楼层,118.72,平层,87.78㎡,塔楼,东西,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43567,商品房,40030,普通住宅,满五年,非共有,已上传房本照片,36265,2008,塔楼,1,25
2794,海淀,五道口,王庄路15号院,449.0,80250.2,2室1厅1卫,高楼层,55.95,平层,无信息,板楼,南,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43790,已购公房,36948,普通住宅,满五年,非共有,已上传房本照片,79491,1993,板楼,5,6
2795,海淀,马连洼,兰园,415.0,68481.8,2室1厅1卫,高楼层,60.6,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43714,商品房,38439,普通住宅,满五年,非共有,已上传房本照片,65341,1994,板楼,26,6
2796,朝阳,朝阳公园,泛海国际香海园,1350.0,92187.9,2室2厅2卫,低楼层,146.44,平层,112.89㎡,板楼,南北,钢混结构,其他,10列无数据,11列无数据,12列无数据,70年,43655,商品房,40205,普通住宅,满五年,非共有,已上传房本照片,95371,2008,板楼,7,18
2797,朝阳,首都机场,东平里,215.0,32462.6,2室1厅1卫,高楼层,66.23,平层,无信息,板楼,南,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43394,已购公房,37664,普通住宅,满五年,非共有,已上传房本照片,37439,1986,塔楼/板楼/塔板结合,21,6
2798,朝阳,北苑,天怡家园,745.0,57066.3,3室2厅2卫,高楼层,130.55,平层,105.47㎡,塔楼,西南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43817,一类经济适用房,39322,普通住宅,满五年,非共有,已上传房本照片,53608,2005,塔楼/板楼,6,20
2799,海淀,马连洼,兰园,400.0,61661.8,2室1厅1卫,高楼层,64.87,平层,无信息,板楼,东西,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43757,一类经济适用房,38558,普通住宅,满五年,非共有,已上传房本照片,65341,1994,板楼,26,6
2800,门头沟,滨河西区,皓月园,475.0,39626.3,3室1厅2卫,低楼层,119.87,平层,100.95㎡,板塔结合,南西北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43799,商品房,39770,普通住宅,满五年,非共有,已上传房本照片,36745,2005,板楼/塔板结合,6,16
2801,丰台,角门,角门甲4号院,314.0,56262.3,2室1厅1卫,中楼层,55.81,平层,无信息,板楼,南北东,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43618,已购公房,39988,普通住宅,满五年,非共有,已上传房本照片,56270,1993,板楼,8,6
2802,石景山,八角,石景嘉园,360.0,46035.8,3室1厅1卫,高楼层,78.2,平层,61.2㎡,塔楼,东南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43712,一类经济适用房,41198,普通住宅,满五年,非共有,已上传房本照片,39492,2010,塔楼,5,21
2803,昌平,回龙观,新龙城,462.0,50730.2,2室2厅1卫,高楼层,91.07,平层,76.49㎡,板塔结合,东南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43713,商品房,40493,普通住宅,满五年,非共有,已上传房本照片,50985,2006,板楼/塔板结合,41,20
2804,丰台,六里桥,莲馨嘉园,490.0,58915.5,2室1厅1卫,低楼层,83.17,平层,69.04㎡,塔楼,西南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43803,商品房,37942,普通住宅,满五年,非共有,已上传房本照片,59291,2001,塔楼/板楼,5,21
2805,昌平,北七家,蓬莱公寓西区,325.0,28827.4,2室2厅2卫,低楼层,112.74,平层,无信息,板楼,南北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43764,商品房,39201,普通住宅,满五年,非共有,已上传房本照片,27758,1995,板楼,23,6
2806,顺义,顺义城,东兴二区,278.0,34832.7,2室1厅1卫,低楼层,79.81,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43750,私产,38602,普通住宅,满五年,非共有,已上传房本照片,35086,1996,板楼,23,6
2807,朝阳,百子湾,金海国际南区,630.0,50647.2,2室1厅2卫,低楼层,124.39,平层,102.68㎡,塔楼,西南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43776,商品房,38820,普通住宅,满五年,非共有,已上传房本照片,56154,2005,塔楼/板楼/塔板结合,7,23
2808,丰台,玉泉营,三环新城8号院,505.0,52142.5,2室1厅1卫,高楼层,96.85,平层,79.78㎡,塔楼,东南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43762,商品房,43075,普通住宅,满两年,非共有,已上传房本照片,54505,2006,塔楼/板楼/平房,16,22
2809,丰台,马家堡,丽水园,750.0,65479.3,3室1厅1卫,高楼层,114.54,平层,101.02㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43717,商品房,43383,普通住宅,暂无数据,共有,已上传房本照片,64041,2004,板楼,11,11
2810,朝阳,望京,北纬40度一期,485.0,63690.1,1室1厅1卫,中楼层,76.15,平层,56.34㎡,板塔结合,东,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43752,商品房,40507,普通住宅,满五年,非共有,已上传房本照片,71575,2008,塔楼/板楼/塔板结合,15,29
2811,昌平,霍营,龙锦苑东五区,438.0,35096.2,3室2厅2卫,高楼层,124.8,平层,113.56㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43522,商品房,43510,普通住宅,暂无数据,非共有,已上传房本照片,35748,2007,板楼,22,6
2812,通州,玉桥,合生滨江帝景,458.0,51127.5,2室1厅1卫,低楼层,89.58,平层,72.96㎡,板楼,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43527,商品房,42710,普通住宅,满两年,非共有,已上传房本照片,53459,2014,板楼/塔板结合,11,18
2813,通州,北关,朝通嘉园,395.0,34546.1,3室1厅2卫,中楼层,114.34,平层,无信息,板楼,南北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43711,商品房,43223,普通住宅,暂无数据,非共有,已上传房本照片,35597,2003,板楼,6,6
2814,朝阳,四惠,金地名京,670.0,74082.3,2室1厅1卫,高楼层,90.44,平层,无信息,塔楼,东南,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43608,商品房,40794,普通住宅,满五年,共有,已上传房本照片,81432,2008,塔楼/板楼,9,20
2815,东城,东花市,富贵园二区,951.0,91284.3,3室1厅1卫,低楼层,104.18,平层,82.77㎡,板塔结合,西南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43567,商品房,42662,普通住宅,满两年,非共有,已上传房本照片,88625,2003,塔楼/塔板结合,3,18
2816,门头沟,门头沟其它,梧桐苑栖凤园,338.0,39393.9,2室1厅1卫,高楼层,85.8,平层,65.82㎡,板楼,南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43565,商品房,42209,普通住宅,满两年,非共有,已上传房本照片,42983,2013,板楼,5,27
2817,朝阳,华威桥,美景东方,710.0,61911.4,2室1厅2卫,高楼层,114.68,平层,95㎡,塔楼,东南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43666,商品房,42625,普通住宅,满两年,共有,已上传房本照片,63675,2002,塔楼/板楼/塔板结合,12,25
2818,丰台,成寿寺,成寿寺路,360.0,47349.7,2室1厅1卫,高楼层,76.03,平层,无信息,板楼,东西,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43719,已购公房,42745,普通住宅,满两年,非共有,已上传房本照片,48007,1991,板楼,3,7
2819,海淀,学院路,林大北路9号院,480.0,79077.4,2室1厅1卫,高楼层,60.7,平层,无信息,板楼,南,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43714,已购公房,38203,普通住宅,满五年,非共有,已上传房本照片,79165,1988,板楼,6,6
2820,海淀,玉泉路,玉海园二里,770.0,61857.3,3室1厅2卫,低楼层,124.48,平层,无信息,塔楼,南北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43778,商品房,42656,普通住宅,满两年,共有,已上传房本照片,65994,1997,塔楼/板楼/塔板结合,21,12
2821,朝阳,太阳宫,太阳公元,1490.0,127634.0,3室1厅2卫,低楼层,116.74,平层,91.66㎡,板楼,南西北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43213,商品房,41016,普通住宅,满五年,非共有,已上传房本照片,130695,2005,塔楼/板楼,18,27
2822,门头沟,大峪,永新小区,205.0,33123.3,2室1厅1卫,中楼层,61.89,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43662,已购公房,35845,普通住宅,满五年,非共有,已上传房本照片,33453,1993,板楼,8,6
2823,大兴,大兴其它,首座御园一区二期,398.0,33938.8,3室2厅2卫,中楼层,117.27,平层,无信息,板塔结合,东南西,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43728,二类经济适用房,43285,普通住宅,暂无数据,非共有,已上传房本照片,33101,2015,塔板结合,15,15
2824,朝阳,朝青,润枫水尚,629.0,64718.6,2室1厅1卫,低楼层,97.19,平层,76.63㎡,板塔结合,西北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43723,商品房,40434,普通住宅,满五年,非共有,已上传房本照片,70791,2007,板楼/塔板结合,14,12
2825,朝阳,北苑,北苑家园绣菊园南区,482.0,49486.7,2室1厅2卫,高楼层,97.4,平层,76.85㎡,塔楼,西南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43799,商品房,42658,普通住宅,满两年,非共有,已上传房本照片,49594,2005,塔楼,3,25
2826,通州,通州北苑,鑫苑小区,419.0,40335.0,3室1厅2卫,低楼层,103.88,平层,92.3㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43748,商品房,39262,普通住宅,满五年,非共有,已上传房本照片,41071,2001,板楼,5,6
2827,门头沟,滨河西区,葡东小区,230.0,26797.2,2室1厅1卫,地下室,85.83,平层,75.67㎡,板楼,南北,混合结构,其他,10列无数据,11列无数据,70年,13列无数据,43718,已购公房,39931,普通住宅,满五年,非共有,已上传房本照片,31881,1995,板楼,28,6
2828,门头沟,滨河西区,门头沟月季园,202.0,32522.9,2室1厅1卫,低楼层,62.11,平层,无信息,板楼,南北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43790,商品房,42320,普通住宅,满两年,非共有,已上传房本照片,33812,1987,塔楼/板楼,33,6
2829,石景山,鲁谷,北重西厂,235.0,32521.5,2室1厅1卫,地下室,72.26,平层,54.21㎡,板楼,东西,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43513,商品房,42811,普通住宅,满两年,非共有,已上传房本照片,43575,1989,板楼/平房,17,5
2830,大兴,大兴其它,金色漫香郡北区,289.0,31877.3,2室1厅1卫,中楼层,90.66,平层,77.51㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43784,商品房,42479,普通住宅,满两年,非共有,已上传房本照片,35799,2012,板楼,29,10
2831,朝阳,健翔桥,华严北里小区,538.0,72968.9,2室1厅1卫,高楼层,73.73,平层,无信息,塔楼,东北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43677,商品房,41248,普通住宅,满五年,非共有,已上传房本照片,72836,1989,塔楼/板楼/塔板结合,32,18
2832,东城,东花市,富贵园二区,635.0,78579.4,2室1厅1卫,中楼层,80.81,平层,64.2㎡,板塔结合,东,钢混结构,毛坯,10列无数据,11列无数据,12列无数据,70年,43755,商品房,43581,普通住宅,暂无数据,共有,已上传房本照片,88625,2003,塔楼/塔板结合,3,18
2833,通州,通州其它,泰晤士印象,260.0,25213.3,3室1厅1卫,高楼层,103.12,平层,79.32㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43406,商品房,43283,普通住宅,暂无数据,非共有,已上传房本照片,25981,2016,板楼,7,14
2834,石景山,苹果园,苹果园小区二区,385.0,44908.4,3室1厅1卫,中楼层,85.73,平层,无信息,塔楼,东南北,钢混结构,其他,10列无数据,11列无数据,70年,13列无数据,43815,已购公房,43619,普通住宅,暂无数据,共有,已上传房本照片,42869,1994,塔楼,16,16
2835,大兴,瀛海,德茂小区,260.0,35268.6,2室2厅1卫,中楼层,73.72,平层,无信息,板楼,南北,混合结构,其他,10列无数据,70年,12列无数据,13列无数据,43846,商品房,37809,普通住宅,满五年,非共有,已上传房本照片,37268,1985,塔楼/板楼,30,6
2836,大兴,和义,益丰园,258.0,43982.3,2室1厅1卫,低楼层,58.66,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43675,已购公房,43636,普通住宅,暂无数据,非共有,已上传房本照片,43106,1995,塔楼/板楼/塔板结合,10,6
2837,朝阳,四惠,壹线国际,526.0,62462.9,2室1厅1卫,中楼层,84.21,平层,70.03㎡,板楼,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43716,商品房,39941,普通住宅,满五年,非共有,已上传房本照片,60870,2000,板楼/塔板结合,14,9
2838,朝阳,望京,保利中央公园,898.0,106172.0,2室2厅1卫,低楼层,84.58,平层,65.91㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43613,商品房,42699,普通住宅,满两年,非共有,已上传房本照片,109877,2012,板楼,14,18
